temp
304.13
297.98
298.15
296.59
298.48
305.05
308.52
304.85
296.43
303.37
302.92
295.83
301.92
303.21
307.9
303.82
303.88
301.62
298.65
299.88
297.14
306.52
312.26
303.35
302.46
305.26
308.78
302.29
306.83
305.34
305.34
309.78
303.25
302.23
305.29
296.22
306.86
306.23
296.99
301.8
307.75
304.22
299.43
300.76
304.62
303.03
303.7
303.78
303.44
305.14
305.65
305.98
303.33
308.05
301.51
303.74
304.86
299.01
301.83
303.96
305.18
303.08
303.31
307.17
302.64
302.57
305.71
301.71
305.95
304.56
303.72
300.44
301.38
302.96
305.68
308.44
306.09
303.74
300.04
309.99
307.42
305.96
304.11
310.29
311.27
304.79
300.86
299.76
295.71
309.37
302.4
302.25
303.31
304.61
303.65
306.74
296.97
305.88
303.27
305.94
300.43
312.68
298.27
299.0
294.7
307.42
307.09
307.46
299.52
303.24
300.83
296.94
302.95
311.22
304.39
302.89
304.32
299.55
297.15
300.77
297.41
303.84
308.63
299.38
302.34
307.06
303.38
302.25
303.88
303.11
311.0
300.4
301.39
301.12
298.76
297.15
296.95
301.25
294.15
303.08
305.41
304.61
305.21
300.18
306.05
311.08
302.93
298.76
300.51
308.6
299.76
301.31
307.83
302.07
293.67
303.95
302.45
302.45
301.48
299.74
300.22
309.04
307.18
305.59
306.42
308.62
299.16
296.83
294.87
313.69
311.09
301.77
306.34
302.01
302.33
306.33
303.84
304.19
305.96
303.38
302.73
296.02
310.19
311.43
301.82
304.38
298.96
301.69
303.69
302.96
303.31
299.92
305.87
298.86
306.61
306.9
307.79
302.89
303.25
305.28
310.27
299.96
300.09
295.82
303.74
306.71
303.15
299.13
303.13
303.22
303.44
307.77
301.4
305.58
295.62
305.86
302.74
299.27
298.33
303.82
304.11
302.93
303.07
293.6
304.65
300.18
299.77
303.29
297.84
301.38
306.02
306.97
311.23
304.61
307.07
303.24
304.23
304.71
304.08
304.2
301.89
307.33
299.67
296.45
302.81
302.21
307.04
302.32
296.46
303.24
302.14
293.18
306.64
300.59
296.18
297.63
302.17
296.28
296.54
304.71
306.72
307.96
308.51
303.31
306.93
304.73
303.01
301.7
303.5
310.64
304.47
305.13
303.61
297.09
296.23
304.86
302.1
302.04
296.22
298.82
303.24
301.68
302.26
310.77
301.76
303.01
304.02
309.26
294.82
303.25
312.38
303.37
305.31
310.88
296.46
299.61
308.13
306.25
298.9
302.81
302.73
293.92
305.99
303.7
309.38
308.99
302.8
300.28
305.31
310.29
306.19
304.01
302.87
303.4
304.52
296.74
300.68
299.45
297.77
296.66
302.88
303.43
300.31
305.71
309.95
306.03
298.81
301.36
302.31
298.0
303.93
303.33
303.08
305.49
302.75
303.41
302.72
304.26
304.0
301.13
305.46
304.78
295.97
303.4
304.05
299.0
301.53
310.88
308.81
304.17
308.68
302.95
313.53
305.12
306.36
299.96
300.64
298.32
300.42
301.95
293.98
302.77
302.88
308.33
308.98
307.15
302.96
301.01
302.94
309.03
303.04
306.81
302.21
305.01
305.48
298.23
304.95
305.85
302.32
298.01
301.7
297.39
299.43
302.55
299.99
294.16
308.69
307.13
310.81
303.11
302.04
296.91
303.25
305.52
298.94
307.33
302.01
299.77
304.76
298.32
301.51
304.14
306.22
298.94
301.96
303.02
306.16
302.31
306.67
297.1
304.07
305.68
303.02
310.63
301.46
305.44
307.45
301.82
293.55
308.31
308.67
303.44
303.73
307.5
296.97
302.72
302.64
304.7
294.78
307.34
302.28
309.47
299.04
297.21
300.37
300.52
305.3
301.0
301.36
303.06
300.46
303.83
307.48
300.07
303.77
300.92
303.69
303.25
305.4
300.28
303.9
304.86
308.26
308.38
296.36
307.24
307.84
303.88
303.61
308.44
306.33
295.43
310.11
304.84
305.01
294.63
310.55
305.11
305.83
306.96
297.51
307.55
299.32
309.0
301.22
298.26
298.23
295.09
302.74
301.68
304.41
303.71
301.77
302.9
308.44
294.58
303.12
306.31
299.34
304.8
297.96
304.88
309.08
308.77
298.01
299.25
302.34
310.96
299.09
306.06
299.63
303.45
303.67
303.85
304.33
296.27
302.7
307.05
299.89
309.84
313.52
302.21
298.95
303.44
298.17
302.11
304.04
307.08
306.9
305.2
304.24
299.64
300.81
303.03
303.47
306.23
303.46
305.4
304.05
303.97
304.34
299.06
307.52
298.96
296.48
303.53
307.06
303.93
306.54
303.22
308.7
306.31
307.02
304.8
293.89
310.5
298.96
298.18
298.58
300.12
301.72
294.43
304.31
301.54
293.37
302.75
304.61
304.24
302.66
308.93
294.02
297.39
308.92
306.11
298.08
296.47
305.04
299.85
305.97
305.18
301.58
297.91
308.33
301.75
297.08
310.88
302.65
301.77
300.54
310.01
293.63
296.93
308.54
296.09
307.75
303.2
311.17
306.3
293.34
298.39
305.0
304.45
302.19
302.73
303.35
298.21
306.58
303.75
299.14
295.18
309.77
302.71
298.31
301.42
305.16
307.82
302.08
300.0
305.7
307.36
301.62
295.87
303.5
300.28
299.41
301.79
296.6
304.06
296.9
301.72
294.14
306.27
309.09
306.77
306.61
306.17
303.44
304.34
303.61
303.56
301.96
300.71
300.11
298.15
298.29
305.17
295.24
310.78
302.3
298.52
313.13
301.39
305.63
304.75
303.62
301.45
306.69
311.13
300.85
302.27
306.55
298.52
302.58
310.71
297.0
303.29
303.23
305.15
310.21
302.29
294.66
304.4
304.11
306.25
302.88
299.19
303.54
310.74
299.24
300.85
304.37
300.04
300.99
305.48
300.81
301.89
308.05
312.0
305.23
310.27
307.98
303.14
300.86
303.21
303.79
304.15
307.8
296.47
306.77
308.88
293.65
301.62
303.57
304.04
302.58
302.97
303.39
303.33
306.31
297.05
298.31
302.83
296.07
305.19
297.98
302.67
307.07
305.02
298.94
300.64
303.06
303.09
302.36
298.1
308.57
310.13
295.13
301.59
303.97
308.69
303.49
294.0
296.5
298.68
303.25
303.86
299.55
296.9
304.62
301.28
302.87
304.29
303.32
310.87
304.81
294.56
308.75
298.46
301.55
306.15
298.95
302.84
302.68
304.09
302.91
302.34
298.23
296.92
303.71
304.31
302.41
306.05
298.7
305.68
302.44
305.06
311.36
301.7
303.9
303.55
303.07
296.59
307.56
301.61
307.61
303.72
302.32
308.56
301.42
299.37
302.32
304.23
302.93
307.47
303.23
303.27
299.05
303.44
305.28
303.53
309.99
294.06
304.42
303.27
305.48
307.62
297.09
302.69
304.51
306.5
304.93
310.06
293.79
301.55
304.05
298.6
307.03
296.91
303.41
304.98
300.7
303.33
306.81
303.33
305.13
310.73
307.72
302.73
308.53
302.63
311.44
302.8
303.98
303.29
307.22
305.1
294.91
302.26
303.02
307.78
301.1
299.28
301.65
302.01
304.71
308.34
307.18
302.9
298.73
305.33
306.68
306.27
306.14
303.11
297.52
299.32
306.03
298.26
303.03
302.74
302.08
302.96
299.05
300.18
304.77
304.76
302.23
296.08
295.39
296.99
300.19
304.35
298.92
311.52
298.62
302.57
296.94
310.33
306.54
307.17
301.57
305.26
301.16
305.96
294.68
302.04
304.47
298.17
298.6
