temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,cloud,population,date,year,month,day,dayofweek
37.58000000000004,37.58000000000004,37.58000000000004,1006,31,1006,963,1.67,261,40,13261,2024-02-21,2024,2,21,2
39.58000000000004,39.58000000000004,39.58000000000004,1006,29,1006,982,0.87,222,64,172914,2024-02-21,2024,2,21,2
40.43000000000001,40.43000000000001,40.43000000000001,1006,29,1006,997,1.28,211,33,22933,2024-02-21,2024,2,21,2
39.94,39.94,39.94,1006,31,1006,995,1.34,212,30,9231,2024-02-21,2024,2,21,2
40.129999999999995,40.129999999999995,40.129999999999995,1006,31,1006,997,1.35,207,28,9067,2024-02-21,2024,2,21,2
40.210000000000036,40.210000000000036,40.210000000000036,1005,29,1005,992,1.3,200,38,7301,2024-02-21,2024,2,21,2
38.06,38.06,38.06,1007,25,1007,953,0.12,201,74,4242,2024-02-21,2024,2,21,2
37.200000000000045,37.200000000000045,37.200000000000045,1006,33,1006,962,1.63,218,40,13261,2024-02-21,2024,2,21,2
40.379999999999995,40.379999999999995,40.379999999999995,1006,31,1006,1000,1.29,185,27,8731,2024-02-21,2024,2,21,2
39.48000000000002,39.48000000000002,39.48000000000002,1006,31,1006,991,1.33,223,35,9298,2024-02-21,2024,2,21,2
40.700000000000045,40.700000000000045,40.700000000000045,1005,28,1005,993,1.17,192,38,6441,2024-02-21,2024,2,21,2
40.58000000000004,40.58000000000004,40.58000000000004,1006,31,1006,1001,1.21,187,30,8366,2024-02-21,2024,2,21,2
38.02000000000004,38.02000000000004,38.02000000000004,1006,29,1006,960,1.29,50,43,11026,2024-02-21,2024,2,21,2
38.64000000000004,38.64000000000004,38.64000000000004,1006,33,1006,986,1.68,205,35,13093,2024-02-21,2024,2,21,2
38.07000000000005,38.07000000000005,38.07000000000005,1006,31,1006,964,1.03,244,68,14280,2024-02-21,2024,2,21,2
38.55000000000001,38.55000000000001,38.55000000000001,1006,29,1006,967,1.11,42,46,11026,2024-02-21,2024,2,21,2
38.53000000000003,38.53000000000003,38.53000000000003,1006,33,1006,989,1.74,198,33,11647,2024-02-21,2024,2,21,2
38.32000000000005,38.32000000000005,38.32000000000005,1006,28,1006,959,0.73,43,47,11026,2024-02-21,2024,2,21,2
38.93000000000001,38.93000000000001,38.93000000000001,1006,29,1006,976,1.72,40,47,11501,2024-02-21,2024,2,21,2
39.80000000000001,39.80000000000001,39.80000000000001,1006,33,1006,1002,1.27,165,58,8421,2024-02-21,2024,2,21,2
38.35000000000002,38.35000000000002,38.35000000000002,1006,34,1006,986,1.38,268,73,95702,2024-02-21,2024,2,21,2
37.129999999999995,37.129999999999995,37.129999999999995,1006,33,1006,965,1.95,216,44,13261,2024-02-21,2024,2,21,2
37.28000000000003,37.28000000000003,37.28000000000003,1006,33,1006,964,1.71,210,38,13261,2024-02-21,2024,2,21,2
40.379999999999995,40.379999999999995,40.379999999999995,1006,31,1006,1001,1.35,207,28,8963,2024-02-21,2024,2,21,2
